ID,Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department,Age_Group
2488,Bachelors,2017,Bangalore,3,27,Male,5,0,40259,Sales,26-35
2489,Bachelors,2013,Pune,3,27,Female,5,0,42567,Sales,26-35
2490,Phd,2015,New Delhi,3,28,Male,2,0,67176,Sales,26-35
2491,Masters,2017,Pune,2,28,Male,2,0,75207,HR,26-35
2492,Bachelors,2014,Pune,3,28,Male,4,0,43594,Sales,26-35
2493,Bachelors,2016,Bangalore,3,29,Female,1,1,40725,Sales,26-35
2494,Bachelors,2017,Bangalore,3,26,Female,4,1,46495,Sales,26-35
2495,Bachelors,2015,Bangalore,3,30,Male,0,0,48717,Sales,26-35
2496,Masters,2012,New Delhi,3,30,Male,2,0,56690,Sales,26-35
2497,Bachelors,2012,Bangalore,1,30,Female,0,0,89967,IT,26-35
2498,Bachelors,2014,New Delhi,3,27,Female,5,0,47551,Sales,26-35
2499,Bachelors,2017,New Delhi,2,28,Female,0,0,68065,HR,26-35
2500,Bachelors,2012,Pune,3,26,Male,4,0,44864,Sales,26-35
2501,Bachelors,2015,Pune,3,29,Female,3,1,47869,Sales,26-35
2502,Masters,2017,Pune,2,30,Male,0,1,75915,HR,26-35
2503,Bachelors,2013,New Delhi,3,26,Male,4,0,40916,Sales,26-35
2504,Masters,2014,Pune,3,30,Male,0,1,53305,Sales,26-35
2505,Bachelors,2013,Pune,3,29,Male,2,0,40091,Sales,26-35
2506,Bachelors,2017,Bangalore,3,28,Male,3,0,48824,Sales,26-35
2507,Masters,2018,New Delhi,3,27,Male,5,1,52666,Sales,26-35
2508,Masters,2017,New Delhi,2,26,Female,4,1,72894,HR,26-35
2509,Bachelors,2012,Bangalore,3,30,Female,0,1,49168,Sales,26-35
2510,Bachelors,2012,Bangalore,3,29,Female,4,0,44518,Sales,26-35
2511,Bachelors,2014,Bangalore,3,29,Male,1,0,45788,Sales,26-35
2512,Bachelors,2016,Bangalore,3,27,Male,5,0,49208,Sales,26-35
2513,Bachelors,2015,Bangalore,3,28,Male,4,0,45329,Sales,26-35
2514,Bachelors,2014,Bangalore,3,26,Male,4,0,47585,Sales,26-35
2515,Bachelors,2016,Pune,3,29,Male,5,0,47657,Sales,26-35
2516,Bachelors,2014,Bangalore,3,29,Male,0,0,43239,Sales,26-35
2517,Masters,2013,Bangalore,3,30,Male,5,1,58937,Sales,26-35
2518,Bachelors,2017,New Delhi,3,30,Female,3,0,40162,Sales,26-35
2519,Bachelors,2014,Bangalore,3,27,Male,5,0,40593,Sales,26-35
2520,Phd,2015,Pune,2,30,Female,4,0,83875,HR,26-35
2521,Masters,2014,Bangalore,3,30,Male,4,1,52595,Sales,26-35
2522,Masters,2017,New Delhi,2,27,Male,5,1,73831,HR,26-35
2523,Bachelors,2013,Pune,3,30,Male,0,0,44337,Sales,26-35
2524,Masters,2017,Pune,2,30,Male,0,0,74541,HR,26-35
2525,Masters,2017,New Delhi,2,29,Female,2,0,79237,HR,26-35
2526,Masters,2017,New Delhi,2,29,Male,2,0,74608,HR,26-35
2527,Bachelors,2014,Bangalore,1,27,Male,5,1,96979,IT,26-35
2528,Bachelors,2012,Bangalore,3,27,Female,5,0,45987,Sales,26-35
2529,Bachelors,2017,Bangalore,3,27,Male,5,0,40472,Sales,26-35
2530,Masters,2018,New Delhi,3,30,Female,4,1,51292,Sales,26-35
2531,Bachelors,2015,Bangalore,3,29,Female,1,0,44213,Sales,26-35
2532,Bachelors,2014,Pune,3,26,Female,4,1,42063,Sales,26-35
2533,Masters,2016,Pune,3,28,Male,2,0,57480,Sales,26-35
2534,Bachelors,2015,New Delhi,3,28,Female,4,0,42328,Sales,26-35
2535,Bachelors,2015,Bangalore,3,30,Male,0,0,47139,Sales,26-35
2536,Bachelors,2014,Bangalore,3,28,Female,3,0,46860,Sales,26-35
2537,Bachelors,2017,Bangalore,3,28,Male,4,0,46709,Sales,26-35
2538,Bachelors,2013,Bangalore,3,26,Male,4,0,42558,Sales,26-35
2539,Bachelors,2015,Bangalore,3,28,Female,0,0,43315,Sales,26-35
2540,Bachelors,2015,Pune,2,28,Female,2,1,62098,HR,26-35
2541,Masters,2013,Pune,3,27,Female,5,1,57003,Sales,26-35
2542,Bachelors,2016,Bangalore,3,27,Male,5,1,45014,Sales,26-35
2543,Bachelors,2012,Pune,3,29,Male,1,0,41889,Sales,26-35
2544,Bachelors,2015,Pune,2,28,Female,0,1,69065,HR,26-35
2545,Bachelors,2018,Pune,3,30,Male,3,1,45888,Sales,26-35
2546,Bachelors,2016,Bangalore,3,29,Male,5,0,41239,Sales,26-35
2547,Masters,2013,New Delhi,2,27,Female,5,1,76681,HR,26-35
2548,Masters,2017,New Delhi,2,30,Male,2,0,70808,HR,26-35
2549,Bachelors,2012,New Delhi,3,26,Male,4,0,45730,Sales,26-35
2550,Bachelors,2016,Bangalore,3,30,Male,2,1,47238,Sales,26-35
2551,Bachelors,2017,New Delhi,2,29,Male,3,1,66468,HR,26-35
2552,Bachelors,2017,Pune,2,28,Male,3,0,67607,HR,26-35
2553,Bachelors,2013,Bangalore,3,27,Male,5,0,42294,Sales,26-35
2554,Bachelors,2013,Bangalore,3,29,Male,4,0,40304,Sales,26-35
2555,Bachelors,2013,Bangalore,3,30,Male,5,0,47686,Sales,26-35
2556,Bachelors,2015,Bangalore,3,26,Male,4,0,49345,Sales,26-35
2557,Bachelors,2015,Pune,2,26,Female,4,1,62715,HR,26-35
2558,Bachelors,2012,Bangalore,3,29,Male,2,1,46696,Sales,26-35
2559,Masters,2015,Bangalore,3,28,Male,0,1,57837,Sales,26-35
2560,Bachelors,2014,New Delhi,3,29,Female,2,0,44122,Sales,26-35
2561,Masters,2015,Pune,3,29,Female,4,0,52457,Sales,26-35
2562,Bachelors,2013,Bangalore,3,27,Male,5,0,46306,Sales,26-35
2563,Bachelors,2013,Pune,3,27,Female,5,1,47295,Sales,26-35
2564,Bachelors,2017,Bangalore,3,30,Male,1,1,44812,Sales,26-35
2565,Masters,2014,Pune,3,30,Male,2,0,55195,Sales,26-35
2566,Bachelors,2015,New Delhi,3,28,Female,4,0,44585,Sales,26-35
2567,Bachelors,2013,Bangalore,3,26,Female,4,0,43925,Sales,26-35
2568,Bachelors,2014,Bangalore,3,28,Male,5,0,44135,Sales,26-35
2569,Bachelors,2017,Bangalore,1,28,Female,0,1,94045,IT,26-35
2570,Bachelors,2016,Bangalore,3,27,Male,5,0,44185,Sales,26-35
2571,Bachelors,2013,Bangalore,3,28,Male,5,0,47424,Sales,26-35
2572,Masters,2013,New Delhi,3,30,Male,2,1,58809,Sales,26-35
2573,Masters,2013,New Delhi,1,29,Female,2,1,113371,IT,26-35
2574,Bachelors,2017,Bangalore,3,26,Male,4,0,46723,Sales,26-35
2575,Bachelors,2015,Pune,3,28,Male,3,0,41863,Sales,26-35
2576,Bachelors,2013,Bangalore,3,29,Male,2,0,46167,Sales,26-35
2577,Masters,2017,New Delhi,2,28,Female,2,0,77424,HR,26-35
2578,Masters,2017,New Delhi,2,30,Female,2,0,70630,HR,26-35
2579,Phd,2013,New Delhi,3,27,Female,5,0,67923,Sales,26-35
2580,Bachelors,2016,Pune,3,26,Male,4,0,41145,Sales,26-35
2581,Bachelors,2017,New Delhi,2,26,Female,4,0,60644,HR,26-35
2582,Bachelors,2016,Bangalore,3,28,Female,1,1,46842,Sales,26-35
2583,Bachelors,2017,Pune,2,27,Female,5,1,69093,HR,26-35
2584,Bachelors,2012,Bangalore,3,27,Female,5,0,42829,Sales,26-35
2585,Bachelors,2014,Bangalore,3,26,Male,4,1,47526,Sales,26-35
2586,Bachelors,2016,Bangalore,3,27,Male,5,0,43843,Sales,26-35
2587,Bachelors,2015,Bangalore,3,27,Female,5,0,46493,Sales,26-35
2588,Bachelors,2015,Pune,3,29,Male,1,0,48921,Sales,26-35
2589,Bachelors,2018,Bangalore,3,26,Male,4,1,45046,Sales,26-35
2590,Bachelors,2012,Bangalore,3,26,Female,4,0,47091,Sales,26-35
2591,Bachelors,2017,Bangalore,3,27,Male,5,0,43121,Sales,26-35
2592,Bachelors,2015,Pune,3,30,Female,0,1,43553,Sales,26-35
2593,Bachelors,2017,Bangalore,3,30,Male,3,0,46152,Sales,26-35
2594,Phd,2012,New Delhi,3,29,Male,5,0,65150,Sales,26-35
2595,Bachelors,2016,Pune,3,29,Male,5,0,47577,Sales,26-35
2596,Bachelors,2014,Bangalore,3,26,Female,4,0,40663,Sales,26-35
2597,Phd,2014,New Delhi,3,28,Female,0,0,67321,Sales,26-35
2598,Bachelors,2018,Bangalore,3,28,Male,1,1,48160,Sales,26-35
2599,Bachelors,2013,New Delhi,3,27,Female,5,0,43803,Sales,26-35
2600,Bachelors,2013,Bangalore,3,28,Male,2,0,43514,Sales,26-35
2601,Bachelors,2018,Bangalore,3,29,Male,0,1,42969,Sales,26-35
2602,Bachelors,2016,Bangalore,3,29,Male,3,0,43840,Sales,26-35
2603,Bachelors,2018,Pune,3,30,Female,2,1,47337,Sales,26-35
2604,Bachelors,2013,Bangalore,3,26,Male,4,0,42897,Sales,26-35
2605,Bachelors,2014,Pune,3,29,Male,3,0,48725,Sales,26-35
2606,Bachelors,2013,Pune,3,30,Male,4,0,48158,Sales,26-35
2607,Masters,2015,New Delhi,3,29,Male,2,0,55772,Sales,26-35
2608,Bachelors,2018,Pune,3,27,Male,5,1,41325,Sales,26-35
2609,Bachelors,2016,Bangalore,3,28,Male,2,0,43140,Sales,26-35
2610,Bachelors,2015,Bangalore,3,29,Male,1,0,40096,Sales,26-35
2611,Bachelors,2016,Bangalore,3,30,Male,0,0,46130,Sales,26-35
2612,Bachelors,2016,Bangalore,3,28,Female,1,0,45673,Sales,26-35
2613,Bachelors,2017,New Delhi,3,26,Female,4,0,45894,Sales,26-35
2614,Bachelors,2014,Pune,2,29,Female,1,1,68450,HR,26-35
2615,Phd,2013,New Delhi,3,30,Female,2,0,60517,Sales,26-35
2616,Bachelors,2016,Bangalore,3,28,Male,3,0,47648,Sales,26-35
2617,Bachelors,2015,Bangalore,3,28,Male,1,0,44118,Sales,26-35
2618,Bachelors,2016,Pune,3,28,Male,5,0,48199,Sales,26-35
2619,Bachelors,2017,Pune,2,28,Female,1,1,66102,HR,26-35
2620,Bachelors,2015,Bangalore,3,30,Male,4,0,42857,Sales,26-35
2621,Masters,2012,New Delhi,3,27,Male,5,0,52630,Sales,26-35
2622,Masters,2017,New Delhi,3,29,Female,2,0,59289,Sales,26-35
2623,Bachelors,2018,New Delhi,3,29,Female,2,1,40846,Sales,26-35
2624,Bachelors,2018,Bangalore,3,29,Male,0,1,43155,Sales,26-35
2625,Bachelors,2012,Bangalore,3,28,Female,0,0,47546,Sales,26-35
2626,Bachelors,2015,Pune,2,28,Female,0,1,69913,HR,26-35
2627,Masters,2017,New Delhi,2,27,Female,5,1,79214,HR,26-35
2628,Bachelors,2018,Pune,3,28,Female,5,1,45282,Sales,26-35
2629,Bachelors,2016,Pune,3,28,Male,1,0,47431,Sales,26-35
2630,Bachelors,2014,Bangalore,1,26,Male,4,1,92576,IT,26-35
2631,Bachelors,2014,New Delhi,2,29,Female,3,1,69295,HR,26-35
2632,Masters,2014,Pune,3,26,Male,4,1,51419,Sales,26-35
2633,Bachelors,2017,Pune,3,27,Male,5,0,49774,Sales,26-35
2634,Bachelors,2013,Pune,3,30,Male,4,1,47630,Sales,26-35
2635,Bachelors,2015,Bangalore,3,30,Male,3,0,47150,Sales,26-35
2636,Bachelors,2012,Bangalore,3,29,Male,2,1,40749,Sales,26-35
2637,Bachelors,2014,Pune,3,26,Male,4,0,43096,Sales,26-35
2638,Bachelors,2013,Bangalore,3,26,Female,4,0,48477,Sales,26-35
2639,Masters,2017,New Delhi,2,30,Female,2,1,75426,HR,26-35
2640,Bachelors,2012,Pune,3,29,Male,0,0,48461,Sales,26-35
2641,Bachelors,2015,Pune,1,30,Female,0,1,92417,IT,26-35
2642,Bachelors,2017,Bangalore,3,28,Male,3,0,42706,Sales,26-35
2643,Bachelors,2013,Bangalore,3,28,Male,5,0,45178,Sales,26-35
2644,Bachelors,2017,Pune,2,30,Female,4,1,69075,HR,26-35
2645,Bachelors,2017,Pune,2,28,Male,5,0,61914,HR,26-35
2646,Bachelors,2014,New Delhi,3,27,Female,5,1,40927,Sales,26-35
2647,Bachelors,2012,Bangalore,3,28,Female,2,0,48011,Sales,26-35
2648,Bachelors,2013,Bangalore,3,29,Female,5,0,42935,Sales,26-35
2649,Bachelors,2012,Bangalore,3,27,Female,5,1,40191,Sales,26-35
2650,Bachelors,2017,Pune,2,28,Female,3,1,65141,HR,26-35
2651,Bachelors,2015,Bangalore,1,29,Male,4,0,92590,IT,26-35
2652,Bachelors,2013,Bangalore,2,30,Male,0,1,62738,HR,26-35
2653,Phd,2018,Bangalore,3,28,Male,2,1,64736,Sales,26-35
2654,Bachelors,2015,Pune,3,28,Female,3,1,48072,Sales,26-35
2655,Bachelors,2015,Bangalore,3,27,Male,5,0,47450,Sales,26-35
2656,Bachelors,2015,Bangalore,3,30,Female,3,1,47424,Sales,26-35
2657,Bachelors,2012,Bangalore,3,29,Male,5,0,40414,Sales,26-35
2658,Bachelors,2012,Bangalore,3,27,Female,5,0,49905,Sales,26-35
2659,Bachelors,2015,Bangalore,3,26,Female,4,0,47800,Sales,26-35
2660,Bachelors,2016,Pune,3,27,Male,5,0,44383,Sales,26-35
2661,Bachelors,2013,Bangalore,3,27,Female,5,0,41539,Sales,26-35
2662,Bachelors,2013,Pune,3,28,Male,0,0,40916,Sales,26-35
2663,Bachelors,2014,Pune,3,29,Male,1,0,46314,Sales,26-35
2664,Bachelors,2017,New Delhi,2,27,Male,5,0,66446,HR,26-35
2665,Bachelors,2013,New Delhi,3,27,Female,5,0,44144,Sales,26-35
2666,Bachelors,2017,Pune,3,30,Male,5,0,47005,Sales,26-35
2667,Bachelors,2013,Pune,3,27,Male,5,0,42597,Sales,26-35
2668,Bachelors,2012,New Delhi,3,30,Female,3,0,44218,Sales,26-35
2669,Bachelors,2013,Pune,2,30,Male,1,1,62003,HR,26-35
2670,Phd,2015,New Delhi,3,27,Female,5,0,64192,Sales,26-35
2671,Bachelors,2014,Pune,3,26,Male,4,0,44442,Sales,26-35
2672,Bachelors,2015,Pune,2,27,Female,5,1,64729,HR,26-35
2673,Masters,2017,New Delhi,2,29,Male,1,0,78023,HR,26-35
2674,Bachelors,2013,New Delhi,3,28,Female,3,0,44122,Sales,26-35
2675,Masters,2012,Pune,3,29,Male,4,1,57390,Sales,26-35
2676,Bachelors,2014,New Delhi,3,28,Female,3,0,46415,Sales,26-35
2677,Bachelors,2018,Bangalore,3,27,Male,5,1,48391,Sales,26-35
2678,Bachelors,2012,Bangalore,3,29,Male,1,0,44902,Sales,26-35
2679,Bachelors,2017,Pune,2,26,Male,4,0,65342,HR,26-35
2680,Bachelors,2014,Bangalore,3,30,Male,2,1,41821,Sales,26-35
2681,Bachelors,2014,New Delhi,3,29,Male,4,0,40759,Sales,26-35
2682,Bachelors,2015,Pune,2,26,Female,4,1,64057,HR,26-35
2683,Bachelors,2014,Bangalore,3,27,Female,5,0,42999,Sales,26-35
2684,Masters,2013,New Delhi,2,26,Male,4,1,76364,HR,26-35
2685,Bachelors,2013,New Delhi,3,29,Female,2,0,48960,Sales,26-35
2686,Bachelors,2016,Bangalore,2,30,Female,4,1,65919,HR,26-35
2687,Bachelors,2017,New Delhi,3,29,Female,0,0,44448,Sales,26-35
2688,Bachelors,2018,Bangalore,3,28,Male,3,1,41738,Sales,26-35
2689,Bachelors,2014,Bangalore,3,29,Male,4,0,43058,Sales,26-35
2690,Masters,2017,New Delhi,2,30,Female,2,0,70099,HR,26-35
2691,Bachelors,2018,Bangalore,3,29,Male,2,1,49412,Sales,26-35
2692,Bachelors,2017,New Delhi,2,28,Female,1,0,65690,HR,26-35
2693,Bachelors,2013,Bangalore,2,27,Female,5,1,68102,HR,26-35
2694,Bachelors,2015,Bangalore,3,30,Male,4,0,49140,Sales,26-35
2695,Bachelors,2012,Bangalore,3,26,Male,4,0,47900,Sales,26-35
2696,Bachelors,2016,Bangalore,3,26,Male,4,0,41988,Sales,26-35
2697,Masters,2017,Bangalore,2,30,Male,3,0,70698,HR,26-35
2698,Masters,2017,New Delhi,2,29,Male,4,0,72366,HR,26-35
2699,Bachelors,2014,Bangalore,3,28,Male,3,0,48182,Sales,26-35
2700,Masters,2017,New Delhi,3,27,Male,5,1,59802,Sales,26-35
2701,Bachelors,2014,Bangalore,3,27,Male,5,0,41150,Sales,26-35
2702,Bachelors,2017,New Delhi,3,27,Male,5,0,49282,Sales,26-35
2703,Bachelors,2016,Pune,3,30,Male,0,0,44598,Sales,26-35
2704,Bachelors,2015,Bangalore,3,29,Female,0,0,47383,Sales,26-35
2705,Bachelors,2015,Pune,2,27,Female,5,1,62555,HR,26-35
2706,Bachelors,2013,Bangalore,3,26,Female,4,0,43242,Sales,26-35
2707,Bachelors,2015,New Delhi,3,29,Male,1,0,41006,Sales,26-35
2708,Bachelors,2017,Bangalore,3,30,Male,4,0,43691,Sales,26-35
2709,Phd,2017,New Delhi,3,27,Male,5,0,60186,Sales,26-35
2710,Phd,2013,Bangalore,3,27,Male,5,0,66503,Sales,26-35
2711,Bachelors,2018,Bangalore,3,28,Male,1,1,40730,Sales,26-35
2712,Bachelors,2013,Bangalore,3,29,Male,1,0,42166,Sales,26-35
2713,Masters,2017,Pune,2,29,Female,2,1,79216,HR,26-35
2714,Bachelors,2015,Pune,3,27,Male,5,0,40193,Sales,26-35
2715,Bachelors,2012,Bangalore,3,27,Female,5,0,47805,Sales,26-35
2716,Masters,2018,Pune,3,26,Male,4,1,54579,Sales,26-35
2717,Bachelors,2012,New Delhi,1,27,Female,5,1,83897,IT,26-35
2718,Masters,2017,Pune,2,27,Male,5,1,72846,HR,26-35
2719,Bachelors,2015,Pune,1,28,Female,0,1,97938,IT,26-35
2720,Bachelors,2014,Bangalore,3,29,Male,4,1,43265,Sales,26-35
2721,Bachelors,2017,New Delhi,3,29,Female,3,0,41925,Sales,26-35
2722,Phd,2015,Pune,2,26,Female,4,0,86325,HR,26-35
2723,Bachelors,2017,Bangalore,3,30,Female,5,0,48572,Sales,26-35
2724,Bachelors,2016,Pune,3,26,Male,4,0,46915,Sales,26-35
2725,Masters,2013,Pune,3,26,Male,4,1,57707,Sales,26-35
2726,Bachelors,2012,Pune,2,29,Female,2,1,66462,HR,26-35
2727,Bachelors,2018,Bangalore,3,30,Male,2,1,45632,Sales,26-35
2728,Bachelors,2016,Bangalore,3,27,Male,5,0,45126,Sales,26-35
2729,Bachelors,2015,Bangalore,3,26,Male,4,0,43380,Sales,26-35
2730,Bachelors,2018,Bangalore,2,28,Female,3,1,68748,HR,26-35
2731,Bachelors,2012,Bangalore,3,28,Male,0,1,43649,Sales,26-35
2732,Bachelors,2014,Bangalore,3,27,Male,5,0,41005,Sales,26-35
2733,Bachelors,2012,Bangalore,3,28,Female,0,0,41535,Sales,26-35
2734,Masters,2014,New Delhi,3,28,Male,2,0,57548,Sales,26-35
2735,Bachelors,2012,Bangalore,3,26,Female,4,0,43165,Sales,26-35
2736,Bachelors,2015,Pune,3,27,Male,5,0,45542,Sales,26-35
2737,Bachelors,2016,Bangalore,3,28,Male,2,0,48171,Sales,26-35
2738,Bachelors,2018,Pune,3,29,Male,3,1,40676,Sales,26-35
2739,Bachelors,2014,New Delhi,3,29,Male,4,0,42445,Sales,26-35
2740,Bachelors,2015,Bangalore,3,29,Male,1,0,44950,Sales,26-35
2741,Masters,2018,Bangalore,3,27,Male,5,1,58801,Sales,26-35
2742,Bachelors,2014,Bangalore,3,28,Male,5,0,40349,Sales,26-35
2743,Masters,2017,Pune,2,27,Male,5,0,75457,HR,26-35
2744,Bachelors,2017,Pune,2,27,Male,5,0,63093,HR,26-35
2745,Bachelors,2014,Bangalore,3,28,Male,4,0,48427,Sales,26-35
2746,Bachelors,2017,New Delhi,2,26,Male,4,0,64170,HR,26-35
2747,Bachelors,2017,Pune,3,29,Female,0,1,48737,Sales,26-35
2748,Bachelors,2012,Bangalore,3,26,Female,4,0,42314,Sales,26-35
2749,Bachelors,2017,New Delhi,2,26,Female,4,0,64303,HR,26-35
2750,Bachelors,2017,Pune,2,26,Female,4,1,60147,HR,26-35
2751,Bachelors,2014,Bangalore,3,30,Male,1,0,45506,Sales,26-35
2752,Bachelors,2018,Bangalore,3,29,Male,2,1,42595,Sales,26-35
2753,Masters,2013,Bangalore,3,30,Male,2,1,58685,Sales,26-35
2754,Bachelors,2016,Bangalore,3,27,Female,5,0,48579,Sales,26-35
2755,Bachelors,2016,New Delhi,3,26,Female,4,0,49448,Sales,26-35
2756,Bachelors,2017,Bangalore,1,30,Male,1,0,99601,IT,26-35
2757,Bachelors,2015,New Delhi,3,30,Female,1,0,45232,Sales,26-35
2758,Bachelors,2013,Pune,3,30,Male,0,0,46109,Sales,26-35
2759,Bachelors,2015,Pune,3,27,Male,5,0,43170,Sales,26-35
2760,Bachelors,2017,Pune,3,30,Female,1,1,43149,Sales,26-35
2761,Phd,2018,New Delhi,3,30,Male,2,1,65482,Sales,26-35
2762,Bachelors,2018,Bangalore,3,29,Male,1,1,47348,Sales,26-35
2763,Bachelors,2013,Bangalore,3,30,Male,0,0,46620,Sales,26-35
2764,Bachelors,2017,Bangalore,3,27,Male,5,1,48331,Sales,26-35
2765,Bachelors,2016,New Delhi,3,29,Female,2,0,46823,Sales,26-35
2766,Bachelors,2013,Pune,3,28,Male,5,0,45814,Sales,26-35
2767,Bachelors,2014,New Delhi,3,26,Male,4,0,49814,Sales,26-35
2768,Bachelors,2015,Pune,2,30,Female,1,1,65048,HR,26-35
2769,Masters,2013,New Delhi,2,26,Male,4,1,74723,HR,26-35
2770,Bachelors,2016,Bangalore,3,26,Male,4,0,45243,Sales,26-35
2771,Masters,2012,Pune,3,27,Male,5,1,54241,Sales,26-35
2772,Bachelors,2017,Bangalore,3,27,Female,5,0,42664,Sales,26-35
2773,Bachelors,2013,Bangalore,3,30,Male,1,0,44232,Sales,26-35
2774,Bachelors,2014,New Delhi,3,27,Male,5,0,41429,Sales,26-35
2775,Masters,2013,Bangalore,3,30,Male,1,1,58563,Sales,26-35
2776,Bachelors,2016,Bangalore,3,29,Male,2,1,48419,Sales,26-35
2777,Bachelors,2016,Bangalore,3,28,Male,3,0,46372,Sales,26-35
2778,Masters,2017,New Delhi,3,29,Female,2,0,50213,Sales,26-35
2779,Bachelors,2014,New Delhi,3,26,Male,4,0,42642,Sales,26-35
2780,Masters,2018,New Delhi,3,30,Male,2,1,59084,Sales,26-35
2781,Masters,2014,Pune,3,27,Female,5,1,57370,Sales,26-35
2782,Bachelors,2017,Pune,3,29,Male,0,0,48446,Sales,26-35
2783,Masters,2016,New Delhi,3,30,Male,2,0,55778,Sales,26-35
2784,Masters,2017,New Delhi,3,30,Male,3,1,50719,Sales,26-35
2785,Bachelors,2013,Pune,2,30,Female,1,1,65657,HR,26-35
2786,Masters,2014,New Delhi,3,28,Female,3,0,56120,Sales,26-35
2787,Bachelors,2013,Pune,3,26,Male,4,0,40319,Sales,26-35
2788,Bachelors,2017,Bangalore,1,30,Male,2,0,97806,IT,26-35
2789,Bachelors,2016,Bangalore,3,28,Male,3,0,40970,Sales,26-35
2790,Bachelors,2013,Pune,1,30,Female,1,1,89513,IT,26-35
2791,Bachelors,2013,Bangalore,3,30,Female,5,0,46307,Sales,26-35
2792,Bachelors,2016,Bangalore,3,27,Male,5,0,40527,Sales,26-35
2793,Bachelors,2015,Pune,3,27,Male,5,0,49118,Sales,26-35
2794,Masters,2012,New Delhi,3,26,Female,4,0,52935,Sales,26-35
2795,Bachelors,2013,Pune,2,26,Male,4,0,63569,HR,26-35
2796,Bachelors,2018,Bangalore,3,27,Male,5,1,41030,Sales,26-35
2797,Phd,2018,New Delhi,2,30,Female,4,1,85923,HR,26-35
2798,Bachelors,2017,Bangalore,3,29,Male,3,0,48145,Sales,26-35
2799,Bachelors,2013,Bangalore,3,28,Male,1,0,41169,Sales,26-35
2800,Bachelors,2012,Bangalore,3,28,Male,2,0,40286,Sales,26-35
2801,Masters,2017,New Delhi,1,30,Male,2,0,114564,IT,26-35
2802,Bachelors,2017,New Delhi,2,26,Female,4,0,60507,HR,26-35
2803,Masters,2013,Bangalore,1,29,Female,2,1,114723,IT,26-35
2804,Bachelors,2012,Pune,3,29,Male,5,0,49774,Sales,26-35
2805,Bachelors,2014,Bangalore,3,27,Male,5,0,45893,Sales,26-35
2806,Bachelors,2015,Bangalore,3,29,Male,4,0,45470,Sales,26-35
2807,Bachelors,2014,Bangalore,3,29,Male,3,1,44474,Sales,26-35
2808,Bachelors,2018,Bangalore,3,28,Male,0,1,42217,Sales,26-35
2809,Bachelors,2012,Bangalore,3,27,Male,5,1,40962,Sales,26-35
2810,Bachelors,2017,New Delhi,2,26,Male,4,0,61805,HR,26-35
2811,Bachelors,2014,Pune,2,29,Female,1,1,67292,HR,26-35
2812,Bachelors,2017,Bangalore,3,29,Male,4,0,47200,Sales,26-35
2813,Bachelors,2015,Pune,2,28,Female,3,1,64840,HR,26-35
2814,Bachelors,2017,Bangalore,3,28,Male,5,0,43302,Sales,26-35
2815,Bachelors,2017,Bangalore,3,29,Male,0,0,46860,Sales,26-35
2816,Bachelors,2017,Bangalore,3,30,Male,2,0,41184,Sales,26-35
2817,Bachelors,2017,New Delhi,2,26,Female,4,0,62425,HR,26-35
2818,Masters,2017,New Delhi,2,30,Female,2,0,77107,HR,26-35
2819,Bachelors,2015,Pune,2,29,Female,4,1,68654,HR,26-35
2820,Bachelors,2014,Pune,3,29,Female,1,1,49065,Sales,26-35
2821,Bachelors,2012,Bangalore,3,28,Male,2,0,45466,Sales,26-35
2822,Bachelors,2012,Bangalore,3,28,Female,4,0,47987,Sales,26-35
2823,Bachelors,2017,Bangalore,3,29,Female,5,0,49381,Sales,26-35
2824,Bachelors,2015,Bangalore,3,30,Male,3,0,47341,Sales,26-35
2825,Masters,2012,Pune,3,26,Male,4,1,51280,Sales,26-35
2826,Bachelors,2018,Bangalore,3,28,Male,5,1,45582,Sales,26-35
2827,Bachelors,2017,New Delhi,3,30,Male,5,0,46101,Sales,26-35
2828,Bachelors,2012,New Delhi,3,27,Female,5,0,43815,Sales,26-35
2829,Bachelors,2017,New Delhi,3,26,Female,4,0,41292,Sales,26-35
2830,Bachelors,2014,Bangalore,3,27,Male,5,0,40655,Sales,26-35
2831,Bachelors,2014,Bangalore,3,30,Male,0,0,40904,Sales,26-35
2832,Bachelors,2014,New Delhi,3,30,Female,2,0,43197,Sales,26-35
2833,Bachelors,2012,New Delhi,3,29,Female,5,0,42422,Sales,26-35
2834,Bachelors,2014,Pune,3,26,Male,4,0,48933,Sales,26-35
2835,Bachelors,2015,Bangalore,3,27,Male,5,0,43191,Sales,26-35
2836,Bachelors,2017,Pune,2,29,Female,4,1,62763,HR,26-35
2837,Masters,2016,Pune,3,29,Male,4,1,58380,Sales,26-35
2838,Bachelors,2017,Bangalore,3,26,Male,4,0,44407,Sales,26-35
2839,Masters,2017,New Delhi,3,26,Female,4,0,55360,Sales,26-35
2840,Masters,2012,New Delhi,3,29,Male,2,0,57355,Sales,26-35
2841,Bachelors,2013,Bangalore,3,27,Male,5,0,40531,Sales,26-35
2842,Bachelors,2012,Pune,3,26,Male,4,0,44243,Sales,26-35
2843,Bachelors,2017,Bangalore,3,28,Female,2,1,48212,Sales,26-35
2844,Bachelors,2013,New Delhi,3,30,Female,3,1,49790,Sales,26-35
2845,Masters,2017,Pune,2,26,Female,4,1,78951,HR,26-35
2846,Bachelors,2013,Bangalore,3,26,Female,4,0,48364,Sales,26-35
